Age,Gender,MaritalStatus,AnnualIncome,EducationLevel,NumberOfDependents,Target_BoughtInsurance,Target_InsuranceType
36,Male,Married,60134.46,Associate,3,1,FSA
43,Female,Single,72337.28,Other,1,1,Life
65,Female,Widowed,102665.14,Master,0,1,FSA
54,Male,Single,91005.21,High School,0,1,FSA
49,Female,Married,105421.7,Bachelor,3,1,A&H
52,Male,Married,121136.87,Bachelor,3,1,A&H
26,Male,Married,85784.94,Bachelor,1,1,Life
20,Male,Single,68258.61,Bachelor,0,0,No_Insurance
34,Male,Divorced,75108.21,Bachelor,0,1,A&H
53,Male,Married,86134.82,Bachelor,2,1,Life
62,Male,Widowed,136820.39,Bachelor,0,1,A&H
22,Female,Single,29566.25,Other,0,0,No_Insurance
51,Male,Married,67275.92,Bachelor,4,1,A&H
46,Male,Married,94332.55,Bachelor,2,1,Life
40,Female,Married,44158.34,High School,1,1,Life
30,Male,Married,104654.94,Master,3,1,FSA
49,Male,Married,99354.05,Bachelor,2,1,Life
63,Male,Divorced,109090.86,High School,0,1,A&H
30,Female,Divorced,78279.53,Bachelor,0,1,FSA
31,Female,Married,70962.08,Master,1,1,FSA
56,Male,Married,120152.32,PhD,0,1,FSA
59,Female,Married,141166.78,Bachelor,0,1,FSA
31,Male,Married,102044.77,Master,3,1,Life
35,Male,Married,88787.91,Bachelor,4,0,No_Insurance
34,Female,Divorced,98562.07,Bachelor,0,1,Life
39,Male,Married,79555.68,Associate,2,1,Life
41,Male,Married,53411.95,High School,2,1,Life
33,Male,Married,182257.82,PhD,1,1,FSA
28,Male,Married,44918.98,High School,1,1,FSA
48,Male,Married,90776.84,Bachelor,2,1,FSA
34,Male,Married,32896.16,High School,2,1,FSA
31,Male,Married,80147.35,Bachelor,2,1,Life
39,Female,Married,70016.52,Bachelor,3,1,Life
24,Female,Single,121049.7,Master,0,0,No_Insurance
37,Male,Married,64612.26,Bachelor,3,1,Life
18,Female,Single,150559.45,PhD,0,0,No_Insurance
38,Female,Single,108293.2,Bachelor,0,1,A&H
33,Female,Married,83990.07,Bachelor,2,0,No_Insurance
41,Male,Divorced,91647.88,Master,0,1,A&H
47,Male,Married,79098.71,High School,2,1,FSA
61,Male,Widowed,129833.67,Bachelor,1,1,A&H
49,Male,Married,117932.45,Bachelor,3,1,A&H
19,Male,Single,38086.52,Other,0,0,No_Insurance
44,Female,Married,58187.94,Associate,3,1,FSA
47,Female,Married,73259.66,Bachelor,2,1,Life
44,Female,Single,127335.47,PhD,0,1,FSA
45,Female,Divorced,147191.42,Master,0,1,FSA
31,Male,Married,96573.5,Bachelor,2,1,FSA
27,Male,Divorced,87051.77,Bachelor,0,0,No_Insurance
28,Female,Married,27724.4,High School,4,1,Life
29,Female,Married,65761.74,Bachelor,3,1,Life
43,Male,Married,91395.35,Bachelor,2,1,A&H
31,Male,Married,165739.68,PhD,2,1,FSA
47,Male,Divorced,158417.82,Master,0,1,FSA
18,Female,Single,44647.96,Associate,0,0,No_Insurance
27,Female,Married,59120.0,Associate,0,1,FSA
29,Female,Married,88776.38,Master,2,1,A&H
45,Female,Married,108430.11,Master,4,1,Life
56,Male,Divorced,63527.32,High School,0,1,A&H
54,Female,Married,70124.95,High School,4,1,Life
32,Female,Divorced,93170.13,Bachelor,2,1,FSA
56,Male,Married,116995.93,Bachelor,1,1,A&H
18,Female,Single,30928.17,Associate,0,0,No_Insurance
53,Female,Married,100730.13,Bachelor,2,1,FSA
42,Male,Single,56857.93,High School,0,1,A&H
46,Female,Divorced,49850.33,High School,0,1,FSA
44,Female,Single,94780.19,Bachelor,0,0,No_Insurance
30,Female,Divorced,42092.12,High School,0,1,A&H
30,Male,Married,58480.3,Bachelor,3,1,Life
44,Male,Married,59532.97,High School,3,1,Life
52,Female,Married,115327.2,Bachelor,2,1,Life
41,Male,Married,51930.98,Associate,1,1,A&H
45,Male,Married,62121.95,High School,1,0,No_Insurance
60,Female,Widowed,202342.29,PhD,0,1,FSA
52,Male,Married,108329.1,Bachelor,4,1,Life
18,Male,Single,27479.34,High School,0,0,No_Insurance
37,Male,Divorced,58196.63,High School,0,0,No_Insurance
28,Male,Married,68366.79,Bachelor,2,1,A&H
62,Female,Widowed,97725.27,High School,1,1,Life
46,Male,Married,159064.73,PhD,3,1,FSA
45,Male,Married,161258.86,Master,2,1,A&H
33,Male,Single,66453.69,Associate,0,0,No_Insurance
30,Female,Divorced,44262.14,Associate,1,1,Life
52,Male,Married,122817.25,Bachelor,3,1,FSA
21,Female,Single,27587.9,Associate,0,0,No_Insurance
60,Male,Married,100794.6,Associate,0,1,FSA
52,Male,Married,80418.67,High School,2,1,Life
49,Male,Divorced,62130.12,High School,2,1,FSA
26,Female,Married,48994.48,Bachelor,0,1,FSA
65,Female,Widowed,120379.81,Bachelor,0,1,A&H
44,Male,Divorced,70586.96,Bachelor,0,1,FSA
20,Male,Single,28470.18,High School,0,0,No_Insurance
35,Male,Single,74424.53,Bachelor,0,1,FSA
29,Female,Divorced,84507.42,Bachelor,0,1,A&H
22,Female,Single,41474.84,High School,0,0,No_Insurance
50,Female,Single,135034.81,Master,0,1,FSA
50,Female,Single,111134.8,Bachelor,0,0,No_Insurance
54,Male,Married,81802.41,Other,2,1,Life
48,Female,Single,146779.39,Master,0,1,A&H
54,Female,Married,94260.89,Bachelor,1,1,Life
18,Female,Single,34950.35,High School,0,0,No_Insurance
47,Male,Single,81033.14,Other,0,1,A&H
47,Male,Married,106672.94,Bachelor,1,1,Life
57,Female,Married,77834.57,High School,0,1,A&H
53,Female,Married,168756.44,Master,3,0,No_Insurance
44,Female,Single,100612.61,Bachelor,0,0,No_Insurance
34,Female,Married,44164.86,High School,2,1,Life
52,Male,Married,88429.6,Master,1,1,Life
18,Male,Single,67826.25,Bachelor,0,0,No_Insurance
32,Female,Married,57797.26,High School,1,1,A&H
18,Female,Married,47059.25,Bachelor,0,1,FSA
36,Female,Married,45967.76,High School,4,0,No_Insurance
50,Male,Married,116827.63,Master,1,1,FSA
29,Female,Divorced,37146.5,Associate,0,1,FSA
43,Male,Married,65327.33,Bachelor,1,1,FSA
28,Female,Single,73473.62,Bachelor,0,0,No_Insurance
18,Male,Single,25368.63,Associate,0,0,No_Insurance
24,Female,Single,42618.09,Associate,0,0,No_Insurance
52,Female,Married,117407.96,Bachelor,3,1,Life
49,Female,Married,70624.47,High School,2,1,Life
29,Male,Married,36625.02,Associate,4,1,FSA
63,Male,Married,157043.01,Master,0,1,A&H
42,Female,Divorced,79159.98,Other,0,1,FSA
35,Male,Married,62659.06,High School,1,1,Life
61,Male,Divorced,113835.85,Bachelor,0,1,A&H
46,Male,Married,64929.98,High School,3,1,Life
54,Female,Married,121722.91,Bachelor,4,1,A&H
53,Male,Married,82553.58,Bachelor,1,1,Life
42,Female,Married,56779.71,Associate,2,1,Life
30,Female,Married,49962.8,Associate,3,1,Life
47,Male,Married,119636.8,Master,2,1,A&H
24,Male,Single,68167.68,Bachelor,0,0,No_Insurance
50,Female,Married,152062.26,Master,2,1,A&H
52,Female,Married,117463.67,Bachelor,4,1,Life
48,Female,Single,60947.55,Other,0,1,Life
18,Male,Single,57458.27,Bachelor,0,0,No_Insurance
18,Female,Single,74240.3,Master,0,0,No_Insurance
47,Male,Divorced,95279.17,Bachelor,1,1,A&H
37,Female,Married,46163.22,High School,2,1,Life
36,Female,Married,74625.53,Bachelor,3,1,A&H
42,Male,Single,61156.34,High School,0,1,A&H
18,Female,Married,30077.17,High School,1,0,No_Insurance
60,Male,Married,65631.68,High School,0,1,FSA
38,Female,Married,86326.0,Bachelor,4,1,Life
44,Female,Married,130271.06,Master,3,1,FSA
44,Male,Married,116586.21,Master,3,1,A&H
48,Male,Married,42748.93,High School,2,1,Life
34,Male,Married,115539.78,Master,3,1,A&H
42,Female,Married,120238.95,Master,2,1,FSA
63,Female,Divorced,82873.93,High School,0,1,A&H
38,Female,Married,134772.67,PhD,4,1,Life
54,Male,Single,144788.87,Master,0,1,Life
61,Male,Divorced,83106.77,High School,0,1,A&H
42,Female,Divorced,67267.1,High School,0,1,A&H
51,Male,Single,59459.21,Associate,0,0,No_Insurance
62,Male,Married,72110.66,Associate,0,0,No_Insurance
54,Male,Married,123206.21,Bachelor,3,1,Life
57,Male,Married,72592.29,High School,0,1,A&H
67,Male,Married,101567.79,Other,1,1,Life
34,Male,Single,55105.47,High School,0,0,No_Insurance
28,Female,Married,32841.11,High School,4,1,Life
48,Female,Married,81531.52,Bachelor,2,1,Life
49,Male,Married,101035.57,Bachelor,4,1,Life
58,Male,Married,98013.71,High School,0,1,A&H
25,Male,Married,78705.72,Master,2,1,A&H
50,Female,Married,65846.16,Bachelor,2,1,Life
53,Male,Married,63745.2,High School,2,1,Life
33,Female,Divorced,100446.7,Bachelor,0,1,A&H
55,Male,Single,59316.09,High School,0,1,A&H
53,Female,Married,70885.6,Associate,1,1,Life
35,Female,Married,131281.42,Master,2,1,Life
74,Male,Widowed,150004.82,Bachelor,0,1,FSA
45,Female,Single,86142.31,Bachelor,0,0,No_Insurance
47,Male,Married,62578.37,Other,3,1,Life
56,Male,Married,58639.03,Associate,0,1,A&H
53,Female,Married,120503.72,Bachelor,3,1,A&H
40,Female,Married,39953.43,High School,3,1,Life
18,Male,Single,28732.33,Associate,0,0,No_Insurance
35,Male,Married,40242.14,Associate,1,1,FSA
33,Female,Married,46065.36,High School,4,1,Life
73,Female,Married,162783.13,Bachelor,0,1,A&H
50,Female,Married,84703.22,Bachelor,2,0,No_Insurance
39,Male,Single,46755.0,Associate,0,1,Life
41,Male,Married,115057.36,Bachelor,2,1,Life
36,Female,Married,39067.09,Other,2,1,Life
43,Male,Married,83667.23,Bachelor,4,1,Life
52,Female,Married,102919.65,Bachelor,2,1,A&H
40,Male,Divorced,147887.92,Master,0,1,A&H
36,Female,Married,61107.41,Bachelor,2,1,Life
38,Female,Married,73061.21,Bachelor,2,1,Life
29,Male,Married,62945.01,Bachelor,2,1,Life
43,Female,Married,85846.46,Associate,2,1,Life
39,Male,Married,46677.5,Associate,3,1,Life
33,Male,Married,54367.84,Other,3,1,Life
74,Male,Married,121625.77,Bachelor,0,1,Life
31,Male,Married,98124.37,Bachelor,3,1,Life
32,Female,Married,74134.34,Bachelor,4,1,Life
57,Male,Married,95669.35,Bachelor,0,1,Life
53,Male,Divorced,79279.45,High School,0,1,Life
37,Female,Divorced,53240.05,High School,2,1,FSA
30,Female,Married,51514.82,High School,2,1,Life
48,Female,Divorced,70231.88,Associate,0,1,Life
43,Female,Married,56977.14,High School,1,1,Life
18,Male,Single,25890.31,High School,0,0,No_Insurance
30,Female,Single,93309.45,Bachelor,0,1,Life
29,Male,Single,43039.66,High School,0,1,FSA
69,Male,Widowed,70764.02,High School,0,1,FSA
42,Male,Married,66873.91,Bachelor,1,1,Life
43,Female,Single,99349.88,Bachelor,0,0,No_Insurance
30,Male,Married,121023.01,Master,3,1,A&H
41,Female,Married,123054.23,Master,1,1,FSA
52,Female,Divorced,64943.67,High School,0,1,FSA
45,Male,Divorced,69199.33,High School,0,0,No_Insurance
23,Female,Single,47474.74,Other,0,0,No_Insurance
25,Male,Married,34326.0,High School,2,1,FSA
64,Male,Divorced,230024.07,PhD,0,1,FSA
39,Male,Single,53365.23,High School,0,1,FSA
48,Male,Married,165111.66,PhD,2,0,No_Insurance
66,Female,Widowed,103647.62,High School,0,1,A&H
36,Female,Married,60574.81,High School,1,1,Life
29,Female,Married,37259.88,High School,2,1,FSA
39,Female,Married,67514.0,High School,3,1,Life
28,Female,Single,114800.08,Master,0,0,No_Insurance
36,Female,Married,62717.19,Associate,4,1,Life
30,Female,Married,120338.88,Master,1,1,FSA
43,Female,Married,98857.87,Bachelor,4,1,FSA
51,Female,Single,168088.97,Master,0,0,No_Insurance
51,Female,Married,71505.61,High School,4,1,Life
62,Female,Widowed,120716.62,PhD,2,1,Life
39,Male,Married,43476.01,Associate,2,1,A&H
18,Female,Single,42566.26,Bachelor,0,0,No_Insurance
42,Male,Married,54373.18,Other,2,1,Life
52,Female,Married,119973.88,Master,3,1,A&H
69,Male,Widowed,83824.35,Associate,0,1,A&H
33,Male,Married,91082.65,Bachelor,2,1,A&H
35,Female,Married,37584.27,High School,3,1,Life
48,Male,Married,56673.89,High School,4,1,Life
49,Female,Single,48945.93,High School,0,1,A&H
41,Female,Single,39575.71,High School,1,1,FSA
38,Male,Divorced,78619.0,Bachelor,0,1,FSA
40,Female,Single,63198.29,High School,0,1,A&H
35,Female,Married,90526.78,Bachelor,4,1,Life
64,Male,Married,109511.28,High School,0,1,A&H
18,Female,Single,83149.56,PhD,0,0,No_Insurance
18,Male,Single,37998.66,Associate,0,0,No_Insurance
21,Female,Single,32714.44,High School,0,0,No_Insurance
41,Male,Single,145923.31,PhD,0,1,FSA
65,Female,Widowed,82946.14,High School,2,1,A&H
60,Female,Divorced,94344.48,Bachelor,0,1,A&H
41,Male,Married,77765.71,Bachelor,3,1,Life
44,Female,Married,60560.24,Associate,2,0,No_Insurance
36,Female,Married,49777.67,Associate,2,1,Life
58,Female,Married,85980.61,Bachelor,0,1,A&H
45,Female,Married,42647.32,High School,1,1,FSA
18,Male,Single,117411.77,Master,0,0,No_Insurance
34,Male,Single,60297.51,Associate,0,1,Life
85,Male,Married,143539.23,Bachelor,0,1,A&H
51,Female,Single,46066.73,High School,0,1,FSA
33,Female,Married,80239.24,Bachelor,2,1,Life
46,Female,Married,104345.58,Bachelor,2,1,Life
21,Female,Single,93464.33,Master,0,0,No_Insurance
53,Female,Divorced,89546.41,Associate,0,1,Life
47,Female,Single,72714.53,Bachelor,0,1,FSA
43,Female,Married,75082.37,Associate,2,1,A&H
28,Male,Single,60039.61,Associate,0,1,A&H
27,Female,Married,32592.05,Associate,0,1,FSA
45,Female,Married,134918.72,Master,3,1,FSA
37,Female,Single,172165.4,PhD,0,1,A&H
60,Male,Divorced,74807.28,High School,0,0,No_Insurance
34,Female,Married,53703.81,High School,3,1,Life
47,Female,Married,156396.26,Master,2,1,FSA
32,Female,Divorced,37717.6,High School,0,1,FSA
23,Female,Single,26971.14,High School,0,0,No_Insurance
25,Female,Single,44431.48,High School,0,1,FSA
47,Female,Married,146065.95,Master,3,1,FSA
36,Male,Married,38019.25,High School,4,1,Life
73,Male,Widowed,94287.05,High School,0,1,A&H
53,Female,Married,80147.79,Bachelor,2,1,Life
30,Female,Divorced,116855.95,Master,1,1,FSA
68,Female,Married,79349.18,High School,2,1,Life
37,Female,Married,55828.85,High School,3,1,FSA
41,Male,Divorced,57463.28,Associate,0,1,Life
37,Female,Married,131191.51,Master,3,1,Life
29,Male,Married,75176.33,Bachelor,3,1,Life
37,Male,Married,93936.45,Bachelor,4,1,Life
31,Male,Divorced,31824.1,High School,0,1,A&H
57,Female,Married,75381.65,Associate,1,1,A&H
49,Male,Married,55067.07,Other,2,1,Life
59,Male,Married,98299.78,Associate,1,1,A&H
36,Male,Married,68937.02,Bachelor,1,1,Life
60,Male,Widowed,56895.93,High School,0,1,A&H
31,Female,Married,48617.06,Associate,2,1,Life
31,Female,Single,101646.24,PhD,0,1,FSA
28,Female,Divorced,32178.1,High School,1,1,Life
40,Male,Married,50088.77,High School,3,1,Life
55,Male,Married,172972.82,Master,3,1,Life
72,Female,Widowed,110574.7,Bachelor,0,1,FSA
27,Female,Married,49405.22,High School,0,0,No_Insurance
29,Female,Married,52343.3,High School,3,1,Life
31,Female,Married,85088.33,Master,1,1,FSA
28,Female,Married,59196.34,Associate,1,1,Life
29,Male,Married,50814.12,Bachelor,1,1,Life
28,Male,Divorced,46355.23,Associate,0,1,FSA
45,Male,Married,113105.73,Bachelor,2,1,Life
34,Female,Married,122303.35,Master,2,1,FSA
51,Female,Married,73814.19,Bachelor,1,1,Life
33,Female,Married,126459.86,PhD,2,1,FSA
34,Male,Married,38179.85,High School,2,1,Life
41,Male,Divorced,57602.99,Other,0,1,A&H
38,Male,Married,36140.27,High School,3,1,Life
51,Female,Married,94565.6,Associate,3,1,Life
54,Female,Divorced,93876.86,High School,0,1,A&H
18,Female,Single,28470.98,Other,0,0,No_Insurance
36,Female,Married,56968.19,High School,2,0,No_Insurance
31,Female,Married,37084.31,Associate,1,0,No_Insurance
73,Male,Widowed,163996.79,Master,0,1,FSA
57,Male,Single,108512.39,Associate,0,1,A&H
18,Male,Single,49756.34,Bachelor,0,1,FSA
38,Female,Married,51936.65,High School,1,1,Life
35,Female,Married,55145.4,Bachelor,1,0,No_Insurance
49,Male,Divorced,105853.76,Master,0,1,FSA
64,Female,Married,83713.34,High School,0,1,A&H
54,Male,Divorced,70725.04,High School,1,1,Life
33,Male,Married,60771.88,Bachelor,1,1,Life
46,Male,Married,73049.48,High School,3,1,Life
18,Female,Single,80576.13,Master,0,0,No_Insurance
44,Male,Single,69295.07,Bachelor,1,1,A&H
49,Female,Married,48107.54,High School,3,1,A&H
18,Male,Single,62891.89,Master,0,1,FSA
46,Male,Married,78069.54,High School,2,1,Life
52,Male,Married,72057.49,Associate,1,1,Life
41,Female,Married,157571.86,PhD,4,1,FSA
52,Female,Married,74192.78,Bachelor,2,1,Life
44,Male,Married,53904.83,High School,2,1,FSA
50,Female,Married,68973.15,Bachelor,4,1,FSA
37,Male,Married,57685.21,Other,2,1,Life
59,Female,Married,60591.45,High School,0,1,Life
33,Male,Married,100616.77,Master,3,1,FSA
43,Male,Married,69331.27,Associate,1,1,Life
64,Female,Widowed,141990.17,Bachelor,0,1,FSA
35,Male,Married,103684.16,Bachelor,3,1,FSA
71,Male,Widowed,136520.62,Bachelor,0,1,A&H
59,Male,Divorced,80224.68,Associate,0,1,A&H
68,Male,Married,88641.68,Other,0,1,A&H
19,Female,Single,143236.76,PhD,0,1,FSA
35,Male,Divorced,78773.07,Master,2,1,A&H
46,Male,Married,54279.58,High School,2,0,No_Insurance
48,Female,Married,68579.61,Bachelor,4,0,No_Insurance
18,Male,Single,91575.8,Master,0,0,No_Insurance
29,Female,Married,126648.69,Master,2,1,FSA
26,Male,Single,69368.6,Master,0,1,FSA
38,Female,Married,81216.59,Master,2,1,FSA
22,Female,Married,40735.78,Associate,0,1,A&H
44,Female,Married,56599.92,High School,1,1,FSA
25,Female,Married,112703.92,Master,0,1,A&H
40,Male,Married,62553.02,High School,1,1,Life
58,Female,Married,123190.31,Bachelor,0,1,Life
39,Male,Married,99986.89,Master,4,1,FSA
42,Female,Divorced,101354.25,Bachelor,0,1,FSA
36,Male,Married,94399.74,Bachelor,2,1,A&H
54,Male,Single,147684.28,Master,1,1,FSA
49,Female,Divorced,94997.01,Bachelor,0,1,A&H
36,Male,Married,48475.81,Other,1,0,No_Insurance
50,Male,Divorced,78894.02,Associate,0,1,Life
49,Female,Married,77967.33,Bachelor,1,1,FSA
52,Female,Single,134360.97,Master,0,1,FSA
35,Male,Married,55171.98,Associate,3,1,Life
39,Female,Married,69878.44,Associate,2,0,No_Insurance
51,Female,Married,96219.25,Bachelor,4,1,Life
46,Female,Divorced,85922.69,Associate,2,1,A&H
74,Male,Divorced,145461.37,Bachelor,0,1,A&H
44,Male,Single,185192.34,PhD,0,1,FSA
68,Female,Married,139830.59,Bachelor,1,1,A&H
37,Female,Single,149234.72,PhD,0,1,FSA
32,Female,Married,131443.09,Master,2,1,FSA
40,Male,Married,144205.19,Master,2,1,Life
46,Female,Married,151362.89,Master,3,1,FSA
36,Male,Married,60658.28,Bachelor,1,1,Life
39,Female,Married,57586.68,Associate,1,1,Life
55,Male,Single,98032.19,Master,0,1,FSA
63,Female,Widowed,70717.11,Other,0,1,A&H
49,Female,Married,141118.15,Master,2,1,FSA
19,Female,Single,41563.29,Bachelor,0,0,No_Insurance
61,Female,Divorced,75866.88,Other,2,1,Life
50,Male,Married,81012.89,High School,2,1,Life
45,Male,Married,63532.71,Associate,4,1,Life
30,Male,Married,137149.52,Master,1,1,FSA
38,Male,Married,44999.45,Associate,1,1,Life
65,Male,Widowed,102494.12,Master,0,0,No_Insurance
75,Female,Widowed,110166.95,Bachelor,0,1,Life
44,Female,Married,92547.47,Master,2,1,Life
31,Female,Married,46934.89,Associate,2,1,Life
37,Male,Married,77211.25,Bachelor,3,1,Life
32,Female,Married,44067.72,High School,2,1,Life
42,Female,Married,73201.64,Bachelor,4,1,Life
33,Female,Single,102664.1,Master,0,0,No_Insurance
53,Female,Married,87792.77,High School,2,0,No_Insurance
50,Male,Married,115281.06,Bachelor,2,1,A&H
26,Female,Married,147110.47,PhD,0,0,No_Insurance
35,Male,Married,77447.19,Bachelor,2,1,A&H
18,Female,Single,83913.18,Master,0,0,No_Insurance
39,Male,Divorced,48032.71,High School,2,1,FSA
46,Female,Married,55030.43,High School,3,1,Life
38,Female,Married,59227.73,High School,1,1,Life
39,Female,Divorced,132793.86,Master,0,1,FSA
34,Female,Married,84639.3,Bachelor,4,1,Life
48,Male,Married,91254.36,Bachelor,3,1,Life
46,Male,Divorced,54102.33,High School,0,1,A&H
56,Male,Married,91930.59,Associate,0,1,A&H
32,Male,Single,53013.58,High School,0,0,No_Insurance
33,Female,Married,101361.87,Bachelor,3,1,Life
68,Male,Widowed,71564.77,High School,0,1,A&H
48,Male,Married,75084.47,Bachelor,2,1,Life
45,Female,Married,115112.07,Bachelor,1,1,FSA
30,Female,Single,80651.93,Bachelor,0,1,A&H
21,Female,Single,44150.77,Other,0,1,A&H
33,Male,Married,54456.78,Bachelor,4,1,A&H
37,Female,Married,38956.69,High School,2,1,FSA
62,Male,Married,143935.73,PhD,1,1,A&H
26,Male,Single,71208.35,Bachelor,0,1,A&H
52,Female,Married,112036.32,Bachelor,2,1,Life
52,Female,Married,166489.79,Master,2,1,FSA
40,Male,Married,56556.09,High School,2,1,A&H
38,Male,Married,53176.54,High School,1,1,FSA
30,Female,Married,29067.02,High School,1,1,FSA
33,Male,Married,50826.85,High School,2,1,Life
34,Female,Married,37859.66,Other,2,1,A&H
43,Male,Divorced,81400.15,Bachelor,0,1,FSA
45,Male,Married,47097.7,High School,1,1,Life
45,Female,Single,106081.64,Bachelor,0,1,FSA
32,Female,Married,84980.03,Master,1,1,A&H
51,Female,Married,115294.7,Bachelor,3,1,Life
46,Male,Divorced,53313.61,High School,0,1,Life
34,Female,Divorced,35510.57,High School,0,1,FSA
18,Male,Single,17861.58,High School,0,1,FSA
57,Male,Married,64860.69,High School,0,1,A&H
43,Male,Single,90150.81,Master,0,1,A&H
29,Male,Single,31344.32,High School,0,1,A&H
36,Male,Married,69982.86,Associate,4,1,Life
70,Male,Married,118113.54,Master,1,1,A&H
31,Female,Divorced,47914.4,Associate,0,1,FSA
56,Female,Married,53384.68,High School,0,0,No_Insurance
62,Female,Married,159965.13,Master,0,1,FSA
45,Male,Married,43783.27,High School,2,1,Life
38,Male,Married,65001.61,Associate,3,1,A&H
26,Female,Married,40811.79,High School,0,1,FSA
36,Female,Divorced,55920.96,Bachelor,0,1,FSA
28,Female,Married,50571.98,High School,1,1,Life
41,Male,Married,78761.14,Associate,2,1,Life
29,Female,Married,33852.77,Associate,3,0,No_Insurance
39,Female,Divorced,107889.73,Bachelor,2,1,FSA
44,Female,Divorced,111590.18,Master,0,1,FSA
48,Female,Single,67474.13,Bachelor,0,0,No_Insurance
55,Female,Married,55759.35,High School,2,1,Life
26,Female,Divorced,28355.13,High School,1,0,No_Insurance
48,Female,Married,150061.75,PhD,3,1,FSA
66,Female,Widowed,85529.79,High School,0,1,A&H
42,Female,Married,51345.02,High School,3,1,FSA
21,Female,Single,119984.23,Master,0,0,No_Insurance
39,Female,Married,59265.1,Bachelor,2,0,No_Insurance
29,Female,Married,59062.39,Bachelor,2,1,FSA
48,Female,Married,188120.74,PhD,2,1,Life
29,Male,Married,51679.91,Associate,3,1,Life
26,Female,Married,49933.88,Bachelor,0,1,FSA
42,Male,Single,80002.43,Bachelor,1,1,A&H
63,Male,Divorced,84554.04,Associate,0,0,No_Insurance
32,Male,Married,69569.35,Bachelor,1,1,Life
51,Male,Divorced,72939.22,High School,0,1,Life
50,Male,Single,98407.22,Bachelor,0,1,FSA
51,Female,Married,152730.03,Master,2,1,FSA
49,Male,Married,151596.24,Master,4,1,FSA
37,Female,Married,57898.07,Bachelor,2,1,Life
42,Male,Single,67796.12,Bachelor,1,1,Life
25,Male,Single,23664.5,High School,0,0,No_Insurance
30,Female,Married,43891.76,Associate,3,1,Life
38,Female,Married,77473.62,Associate,2,1,Life
55,Male,Divorced,149253.72,Master,0,1,FSA
35,Female,Married,120704.21,Master,3,1,FSA
46,Male,Married,103100.29,Bachelor,3,1,Life
58,Female,Married,54084.05,High School,0,1,A&H
42,Male,Single,56733.03,Other,0,1,FSA
49,Female,Married,130407.35,Master,1,1,Life
54,Female,Married,80092.32,Bachelor,2,0,No_Insurance
54,Male,Married,58429.37,High School,1,1,Life
45,Male,Single,141919.05,PhD,0,1,FSA
29,Male,Married,48853.36,High School,1,1,Life
46,Male,Single,164885.9,Master,0,1,FSA
61,Female,Married,60283.26,Other,2,1,Life
58,Female,Married,138680.96,Master,0,0,No_Insurance
20,Female,Single,78349.43,Bachelor,0,0,No_Insurance
49,Male,Married,146175.64,Master,3,0,No_Insurance
35,Male,Divorced,115927.7,Master,1,1,Life
65,Female,Married,95160.63,Bachelor,2,1,A&H
54,Male,Single,76312.55,High School,0,1,Life
28,Male,Single,131776.7,Master,0,1,FSA
37,Female,Divorced,54527.72,Bachelor,1,1,FSA
60,Female,Widowed,137691.71,Master,0,1,FSA
19,Male,Single,86012.16,Master,0,1,A&H
31,Male,Single,37770.54,High School,0,1,A&H
48,Male,Divorced,57584.81,Associate,2,1,Life
44,Female,Divorced,100388.46,Bachelor,2,1,Life
25,Male,Single,54225.41,Associate,0,1,A&H
51,Female,Married,97260.7,Bachelor,2,1,Life
25,Male,Married,26376.26,High School,0,0,No_Insurance
28,Female,Single,93294.56,Master,0,0,No_Insurance
46,Male,Single,130204.84,Master,1,1,Life
23,Male,Single,64795.78,Bachelor,0,0,No_Insurance
32,Male,Married,47052.11,Other,2,1,Life
44,Male,Divorced,61613.96,High School,0,1,Life
54,Female,Single,76752.68,High School,0,1,A&H
46,Female,Divorced,71671.05,Associate,2,1,Life
49,Male,Married,101356.12,Master,4,1,Life
38,Female,Married,143617.16,Master,2,1,Life
63,Female,Married,83411.59,High School,0,1,A&H
55,Male,Married,96652.98,High School,2,1,Life
42,Male,Married,66283.15,Bachelor,3,1,Life
27,Female,Married,43436.87,High School,0,1,FSA
62,Female,Married,156998.94,Master,0,1,FSA
67,Female,Married,63835.83,High School,0,1,A&H
73,Female,Married,103876.22,Other,0,1,A&H
35,Female,Married,126702.33,Master,4,1,Life
57,Female,Divorced,113719.09,Master,0,1,A&H
39,Female,Married,59510.64,Associate,1,0,No_Insurance
34,Female,Married,68218.55,Bachelor,3,1,FSA
32,Female,Married,76344.71,Bachelor,2,1,Life
33,Male,Single,35089.56,Other,0,1,A&H
18,Female,Single,65935.91,Bachelor,0,0,No_Insurance
34,Female,Married,35901.51,High School,2,1,FSA
56,Male,Married,162719.9,Master,0,0,No_Insurance
29,Male,Married,71538.75,Bachelor,1,1,A&H
59,Female,Single,106739.19,Bachelor,0,1,A&H
25,Male,Married,82345.65,Bachelor,0,1,Life
18,Female,Single,23831.63,High School,0,0,No_Insurance
71,Female,Widowed,92249.28,Bachelor,0,1,A&H
48,Male,Married,85983.83,Associate,2,1,Life
44,Male,Single,90841.51,Master,0,1,A&H
53,Female,Single,112188.22,Bachelor,0,1,FSA
53,Male,Married,78083.03,Bachelor,1,1,Life
47,Female,Married,48567.18,High School,1,1,Life
32,Female,Married,120590.12,Master,1,1,FSA
36,Male,Married,70783.39,Bachelor,2,1,Life
30,Female,Married,30717.03,High School,2,1,FSA
32,Male,Married,86405.2,Bachelor,3,1,Life
